ad_id	watch_id	skip_dur
HV559rX3i60	a5Qv3kTEKGs	nan
QTqi6qN43BY	w2jXRQJMSkc	28.2
X2TXQINKyRc	z97Pa0ICpn8	nan
2LzCrGhG9UY	8Qg4U_eCPzA	nan
wj9aqD2FA0w	d27gTrPPAyk	5.8
X2TXQINKyRc	K5KAc5CoCuk	9.5
GMnhSOWUzW8	z4qRD3GJCog	nan
1b-3ImvSios	sS5LUn5Cugw	23.1
X2TXQINKyRc	ZsrHlbPtpZg	nan
swwhLBc0998	ZrmLNuAWr7w	6.1
Vj3j5ip4vNc	4F2hT9XcpIc	nan
QK2N2dQ_FH4	O-o5DcCXaqk	nan
ScQBtc36XwA	cKiXevm9M0o	8.3
6489JEjBSKw	vUhTgsRRuqQ	7.3
ZJqCpdrx0Ao	9siFexm1I9c	nan
ZJqCpdrx0Ao	KA6D5241jSE	nan
8tQXAcl1sEc	vNmdYSUoE88	6.1
lzrhd7PmV7M	FeFhlGO6lJI	6.4
CDcBpd6cwYg	WHg3abiX-6E	8.1
CDcBpd6cwYg	m11adbVeuHk	6.0
YjYloBY8JB8	G-i4wUTtkZc	6.4
5ea1ir_iU3g	3OMKs5p0f8E	5.6
Vj3j5ip4vNc	BhkY28_9Ra4	nan
Vj3j5ip4vNc	gWQ8jAfs_pQ	nan
TXw0YCpTbmw	HfciEg1-xMI	7.3
Vj3j5ip4vNc	-NNit6l6Ewg	nan
A0DIb3-t_F0	3awS9MZOSPY	6.5
GVn1EWm2Uzw	jlaeJ6k75cY	nan
GVn1EWm2Uzw	jlaeJ6k75cY	nan
Vj3j5ip4vNc	SA01olEDVac	nan
CDcBpd6cwYg	HfciEg1-xMI	7.6
X2TXQINKyRc	BIz6JNgzhWQ	37.0
TXw0YCpTbmw	FL3tcJVkj9A	nan
Vj3j5ip4vNc	EAwWPadFsOA	nan
YjYloBY8JB8	tm95VL9r07E	6.7
Vj3j5ip4vNc	kJfeLkw7-ck	nan
CDcBpd6cwYg	cNOP2t9FObw	8.9
CDcBpd6cwYg	AOyj6Ui9PBA	6.1
CDcBpd6cwYg	JtbU_yiPpsg	7.6
QTqi6qN43BY	l0A5Db_HhTU	5.7
ZJqCpdrx0Ao	wlTvYiKaQ2U	nan
CDcBpd6cwYg	YU02KydHJMU	6.0
Vj3j5ip4vNc	ihp6aAnpQ2g	nan
Vj3j5ip4vNc	OKGJOtRaqMg	nan
sW2jJLfH69M	zlll1TXxxEk	5.7
X2TXQINKyRc	BIz6JNgzhWQ	nan
Vj3j5ip4vNc	7mJKNFwAguI	nan
CDcBpd6cwYg	AqGiiUER-1I	33.2
lzrhd7PmV7M	MU36uzr_ggo	9.1
CDcBpd6cwYg	L_qSksM0Sys	6.6
1UGWMDGA6_E	PlT6eeeZJok	5.8
lzrhd7PmV7M	Ei62IgE5kWk	7.0
yJXkIEqoBqM	C-BADckQhP4	5.9
eREcDHMuX-c	E2uDHK_Duns	6.4
lzrhd7PmV7M	SK3cPbBc3xk	7.0
Vj3j5ip4vNc	rRj4UEF410I	nan
TXw0YCpTbmw	Y7lSRWy57Ew	nan
lzrhd7PmV7M	9CT_ZoR7nZE	7.2
GVn1EWm2Uzw	ZYete-1ShKg	nan
Vj3j5ip4vNc	rgPk-kyOfG8	nan
GVn1EWm2Uzw	8DjDC19QeY0	nan
eREcDHMuX-c	q-1pfviGMRQ	8.6
CDcBpd6cwYg	vOuL2AnJPok	nan
CDcBpd6cwYg	MJl0-oK4NC0	6.4
lzrhd7PmV7M	pnVGXC1q3R0	6.0
lzrhd7PmV7M	hujqsZazUIU	8.2
Vj3j5ip4vNc	QWxv_VFCx-s	nan
Vj3j5ip4vNc	ECF7wz5NT_k	nan
aGqIiqO1M9Q	21IqOUrdq2g	17.6
bbY75FdCeV8	GIHcny5irQU	74.6
Vj3j5ip4vNc	9SXt1zmWF8s	nan
CDcBpd6cwYg	msk8F-qtSdI	nan
Vj3j5ip4vNc	ZywiFaby6-g	nan
CDcBpd6cwYg	MrHxhQPOO2c	10.6
2W1KffsIUXs	iwPj0qgvfIs	6.1
TXw0YCpTbmw	Jr2X7dUCrmk	5.8
QFhOFnniH9g	AOyj6Ui9PBA	6.6
SJme_kkenzA	rFiX9NO6bZ4	nan
xraj-xx9dYA	6j4-o0-TqPI	5.7
eREcDHMuX-c	aIXcuud7QUo	5.8
lzrhd7PmV7M	ec-pfE7J6PU	8.6
HV559rX3i60	SbY33tZl_pY	5.7
sW2jJLfH69M	1UUYjd2rjsE	5.7
HV559rX3i60	eSoSilvuAqA	23.1
eREcDHMuX-c	iB_TQE4URCE	6.8
sW2jJLfH69M	TTayPd4diZ0	9.8
lINbxz9XpY4	JXRN_LkCa_o	5.6
YjYloBY8JB8	CY35zt3IIwM	8.8
YjYloBY8JB8	mWRsgZuwf_8	18.0
YjYloBY8JB8	iS_WTDYU8Qw	12.1
lzrhd7PmV7M	SbY33tZl_pY	nan
YjYloBY8JB8	RkFEV9AO-aU	8.0
Vj3j5ip4vNc	DKQlnRBq634	nan
7xSzgnX4mUs	CY35zt3IIwM	nan
Vj3j5ip4vNc	6eA2KTzWM7I	nan
Vj3j5ip4vNc	fo3zr_-Tpv8	nan
7xSzgnX4mUs	WjhP4WgnDXw	nan
SJme_kkenzA	rFiX9NO6bZ4	nan
Vj3j5ip4vNc	SA01olEDVac	nan
Vj3j5ip4vNc	oTgxsLB4yYU	nan
HCNWHnRviUc	uIPPRu6s9-E	5.6
YjYloBY8JB8	vPc6SSPsBao	8.6
lzrhd7PmV7M	kzAelZ0v0Y4	8.1
sW2jJLfH69M	JnX2BoZE9w4	6.0
TXw0YCpTbmw	Y9tK1Se7Opc	7.8
Vj3j5ip4vNc	HncAs9LeyIQ	nan
GVn1EWm2Uzw	WgJYNlDhY-4	nan
sW2jJLfH69M	Q0B8mQJjvIc	6.4
qYIzACY-KEA	OY0COX0gcyw	nan
QTqi6qN43BY	jfADnDUUOXc	5.9
Vj3j5ip4vNc	uIPPRu6s9-E	nan
Vj3j5ip4vNc	6ULG2gFdD5U	nan
lzrhd7PmV7M	xwtdhWltSIg	5.8
MS4bmhAbscM	HUf8hjFqsQs	nan
lzrhd7PmV7M	SbY33tZl_pY	nan
Vj3j5ip4vNc	1tLdd1vJ2_4	nan
sW2jJLfH69M	FIhpooLUiGw	6.3
T27Pl8U9WIk	CY35zt3IIwM	nan
GVn1EWm2Uzw	J5tAuljmsjI	nan
2W1KffsIUXs	TQML3jIC_9I	29.4
vLyj3eKYkj4	Ct_6P9_cFX4	5.7
QTqi6qN43BY	ZnJ7uOK4nYg	nan
GVn1EWm2Uzw	Y66j_BUCBMY	nan
zo6huDTia60	xFRR85A7mJI	nan
Vj3j5ip4vNc	tnzkcdDSa6s	nan
Vj3j5ip4vNc	cAQ61KH7qRc	nan
hq-CuntHCqc	DeiYR0eST7U	nan
Vj3j5ip4vNc	2vjPBrBU-TM	nan
Vj3j5ip4vNc	kzc_NOVud7U	nan
sW2jJLfH69M	rFEzc-yzYDg	nan
dxP_k_nAqP0	uT3dfXHxCgQ	7.1
A0DIb3-t_F0	450p7goxZqg	8.9
Vj3j5ip4vNc	JXtddqjp2Cg	nan
HV559rX3i60	SbY33tZl_pY	17.4
PCdY9CXuYsI	201B60N6ZsA	5.9
VXHp4W11uoo	hhaXRZm3NSA	nan
sW2jJLfH69M	d_24IdbJ0Tw	5.4
MS4bmhAbscM	4b6L4tRMgZg	6.3
A0DIb3-t_F0	KM674vHqzHo	27.2
TsR1PZjnvOk	CY35zt3IIwM	nan
HV559rX3i60	lJ1Nu2GsERk	nan
7xSzgnX4mUs	godNLPpxJnI	27.5
HV559rX3i60	LExzTWWPGtE	23.8
meCBebppiNo	mWRsgZuwf_8	5.8
5ea1ir_iU3g	RwIZYthMEJo	5.8
sW2jJLfH69M	RwIZYthMEJo	5.5
ab8FUKXer1U	c4XeTP11EI8	7.2
Vj3j5ip4vNc	ECGZw7yriEw	nan
HV559rX3i60	fTa6M_kTVgs	nan
43XSeZK8q34	7JJfJgyHYwU	nan
IbQ-0uHmsa0	w0QzfFff2j4	6.7
lxfmvbH1lBs	JiG5FMD3xXQ	nan
tjBI1CkMbEM	AbPED9bisSc	nan
YjYloBY8JB8	Gf8Rmf4m8rs	24.4
FKoARy6MMrs	ECGZw7yriEw	17.0
zu1fEV82BkU	qTjjBequjGY	5.8
HCNWHnRviUc	2ehpxNtOU3Q	9.2
QFhOFnniH9g	E0C1g-ieCFQ	22.2
HCNWHnRviUc	RSltbtS8h6o	nan
HeJqqVUA0EI	CY35zt3IIwM	nan
QTqi6qN43BY	mT9PVCsxx-M	9.3
lxfmvbH1lBs	CcM2NuO9KqQ	nan
HCNWHnRviUc	8UXXFMqWaSw	nan
X2TXQINKyRc	KsS1Qz7WyII	5.6
HeJqqVUA0EI	CY35zt3IIwM	nan
sW2jJLfH69M	m11B9GuDUmM	5.8
QTqi6qN43BY	IcrbM1l_BoI	5.8
GoCA5RDwImw	9alQmccslVM	5.6
X2TXQINKyRc	Y1xs_xPb46M	nan
HCNWHnRviUc	HncAs9LeyIQ	nan
IqhNm6WOeSU	m74QaSScEhk	14.8
sWzfuN9um8k	201B60N6ZsA	11.8
sW2jJLfH69M	TxdGdUayjPY	5.7
lxfmvbH1lBs	hT_nvWreIhg	5.5
X2TXQINKyRc	QJO3ROT-A4E	nan
3c6TP4ARDJE	GCdwKhTtNNw	240.0
HV559rX3i60	6ZOOkloLRN8	nan
HeJqqVUA0EI	CY35zt3IIwM	16.9
vhnkX3h54hc	ExVtrghW5Y4	13.6
ZUFNwebkGC0	o3KdkrDARW4	nan
lxfmvbH1lBs	uUw8vvYX5Fw	nan
acNcfhwP34o	zQiskYJRNAQ	7.4
7xSzgnX4mUs	gRzi4GMdFbM	8.9
QFhOFnniH9g	myOnqC1QM3o	11.8
ZUFNwebkGC0	lXgH_NBMACA	12.0
sW2jJLfH69M	D2gHt-U1eSg	nan
YjYloBY8JB8	_L2vJEb6lVE	53.4
QTqi6qN43BY	SX-Cx8EMtrw	6.4
dv1MdlgESOo	_ovdm2yX4MA	nan
GVn1EWm2Uzw	FROVnu5Q4n4	nan
lxfmvbH1lBs	-r9LN7kcoA4	5.7
FKoARy6MMrs	hBozJIrZv4A	6.1
sW2jJLfH69M	-3LAWqrRaGE	nan
QFhOFnniH9g	fScwzH23sQo	5.6
TXw0YCpTbmw	cJbk3jQCokI	7.5
IbQ-0uHmsa0	p3ufXZgoo-Y	5.9
sW2jJLfH69M	wdkpQEhpcog	8.2
HV559rX3i60	j4XERp65uAM	nan
7xSzgnX4mUs	ZwEhMUwbcD4	6.0
YjYloBY8JB8	O2roULbSG34	nan
YjYloBY8JB8	201B60N6ZsA	nan
WM3d5KrF9Ho	RDcGEO9XGCo	21.2
L8125AOUXvQ	C_lMa1wAfMk	6.5
HV559rX3i60	iXsSPURmmYE	26.8
Kyff_xsebn8	tGNtEBsMfM0	nan
X2TXQINKyRc	PkNbvHsR454	5.9
ffG3Z6OnIb8	oNvsUF8h5w8	nan
FKoARy6MMrs	HdE6F5n-KwA	5.5
ZJqCpdrx0Ao	AZJY73m0--Q	nan
sW2jJLfH69M	2yfYq9k4dUc	5.7
ISGWqZVHWlc	bORBrgmoaC8	16.7
HV559rX3i60	LvwXq1cUHAM	9.8
YjYloBY8JB8	O2roULbSG34	nan
meCBebppiNo	XRIsHRHNU5k	49.1
sW2jJLfH69M	2WROxLcK6sU	nan
ZJqCpdrx0Ao	Mqif1MeYc3U	nan
HV559rX3i60	5rVIRyyBjhs	nan
meCBebppiNo	tGNtEBsMfM0	nan
QTqi6qN43BY	xMuBa8sztbA	6.3
k6VEkWKPaa4	O2roULbSG34	nan
0Oq6X4dcTJM	Hc23CbCdDFc	5.8
0Oq6X4dcTJM	GsiqRzpTIY4	nan
0Oq6X4dcTJM	_RgLWW3qlZ8	13.7
EbwekIbYQYk	0I_Qbdn7kiw	6.5
0Oq6X4dcTJM	uQHVQOARtEM	11.5
0Oq6X4dcTJM	pOgdUCJzBRo	5.8
A0DIb3-t_F0	dHWO2GN61-o	5.9
GVn1EWm2Uzw	DP3j6hgS4VY	nan
1UGWMDGA6_E	EpJSgvDy9Bw	nan
0Oq6X4dcTJM	MJl0-oK4NC0	6.4
0Oq6X4dcTJM	y7Vts786ZC8	5.6
0Oq6X4dcTJM	eLawrQ1KQno	nan
0Oq6X4dcTJM	U69mASkEkws	nan
0Oq6X4dcTJM	E5PQGrRufe8	5.6
rX2V7th8urE	VzDLMhdeP2k	5.5
eCntXQoZ714	DpVmzXmXnAE	6.3
7HrLMh0mEXU	yTCDVfMz15M	6.0
Kyff_xsebn8	8hb43K7p-_s	6.2
GMnhSOWUzW8	-qpS47eyh0M	5.9
HV559rX3i60	AmvraYbVR9w	nan
HV559rX3i60	6K7zFvW3THo	nan
YjYloBY8JB8	AmvraYbVR9w	6.1
X2TXQINKyRc	oBTiY0pU130	6.0
YjYloBY8JB8	y8lXOe6zSww	6.0
7xSzgnX4mUs	6IV7hHWRo5E	5.8
HV559rX3i60	0dqWoZs3erM	23.1
P4aGJ59bzgY	U69mASkEkws	nan
bbY75FdCeV8	J8PZvr_y02k	5.9
QvCncXjdjbA	uur_bSyN0lM	5.7
X2TXQINKyRc	wLkjMLdLf3s	nan
1UGWMDGA6_E	B5uDYO1oubs	6.4
FKoARy6MMrs	ESXgJ9-H-2U	nan
FKoARy6MMrs	cGtjr-U5bT4	nan
VXHp4W11uoo	6s4jcjxljFw	nan
YjYloBY8JB8	MabbVn0Rlv4	13.3
vhnkX3h54hc	ZLs1eRD7cTc	9.6
iCX77vhvnmk	l6-3fa_9un4	5.8
7HrLMh0mEXU	ekzHIouo8Q4	5.9
HV559rX3i60	plW680_Stec	9.3
349jAkUrm74	ApWIWH8Q3sM	24.2
69HzZZbBuro	If2fnfwgHw4	5.4
TXw0YCpTbmw	tNti9mUcowI	nan
7xSzgnX4mUs	P6Z7FUWKyq8	nan
A0DIb3-t_F0	FOjdXSrtUxA	6.3
HV559rX3i60	qXNscm6DxSo	nan
X2TXQINKyRc	ZLs1eRD7cTc	nan
lzrhd7PmV7M	RYEo_tai1rM	6.5
roI8fbxOtKE	k9CfPM6tgF4	nan
A0DIb3-t_F0	1uBiM15H5gM	5.4
qYIzACY-KEA	hyUT4vhN2Ig	6.4
aGqIiqO1M9Q	2vFnr5U-FdU	5.8
Of9AzIk75Mk	wxg1kbhp4Eo	nan
lzrhd7PmV7M	bc_P0waZU-E	16.5
QTqi6qN43BY	yAc4AqRDS4E	5.3
69HzZZbBuro	TYY7KVgLS_A	21.9
X2TXQINKyRc	WVy83AkegiY	nan
vPM1QSetV2g	KNuoGeD9Qeo	nan
8vkPfKwM-Tc	Zo3UMsWeWSQ	18.7
HV559rX3i60	8X6e1vggouk	9.4
hujqsZazUIU	bc_P0waZU-E	7.0
X2TXQINKyRc	1uBiM15H5gM	5.5
7xSzgnX4mUs	8X6e1vggouk	6.7
r15oxySbMsw	jCF4VTJeynY	5.3
swwhLBc0998	HMLTpAi8hok	12.8
swwhLBc0998	rXBT6_pJxT4	6.6
lzrhd7PmV7M	dtxQ_gDNttw	67.9
swwhLBc0998	mL5MM4-omks	5.5
swwhLBc0998	nCRheu5bvBw	5.7
ab8FUKXer1U	cAEBM4IObQ4	48.3
qYIzACY-KEA	MI8N2hTqgcM	nan
QTqi6qN43BY	Zi0RpNSELas	nan
X2TXQINKyRc	PkJQ4RlrWd0	nan
swwhLBc0998	8zrQAf8PT6k	nan
swwhLBc0998	hiP14ED28CA	nan
NPogEwzBePc	BPbCLtBl_g4	nan
tjBI1CkMbEM	cAEBM4IObQ4	nan
A0DIb3-t_F0	4JHTA9OK0uM	15.0
2j7nww0Gi_o	jePi5lYJvvk	6.1
7xSzgnX4mUs	bc_P0waZU-E	25.4
lzrhd7PmV7M	wPT-YdNLxCs	nan
QTqi6qN43BY	w1vNtmh1SqU	nan
lzrhd7PmV7M	DMGPr3K0JoM	5.9
X2TXQINKyRc	V8bSPHnXBO0	nan
HV559rX3i60	IJlmv8-M3tE	nan
X2TXQINKyRc	oFygiQ1lO-M	5.8
HV559rX3i60	RluQHgxhrmA	11.9
X2TXQINKyRc	f6piQftAwPw	nan
lzrhd7PmV7M	TTA9PSrkmQE	nan
X2TXQINKyRc	CUAqw8DHcqs	18.2
tjBI1CkMbEM	cAEBM4IObQ4	nan
HDedJZOH4ww	y5bTiC0dLhM	6.5
X2TXQINKyRc	JhyZc4tjEC0	35.4
lzrhd7PmV7M	L8eRzOYhLuw	5.8
X2TXQINKyRc	jp288zfsNTI	nan
vhnkX3h54hc	JwQZQygg3Lk	31.4
ezqhAA2R4TA	8X6e1vggouk	9.2
mb0J1m3DmDo	cAEBM4IObQ4	nan
ojBufhpPgMo	Sdv83BlZOaY	65.7
QTqi6qN43BY	iS1g8G_njx8	5.5
HV559rX3i60	jCF4VTJeynY	nan
X2TXQINKyRc	8dhBqTaOO3U	5.8
A0DIb3-t_F0	9alQmccslVM	5.5
3c6TP4ARDJE	wPT-YdNLxCs	nan
VQ-Nb6Y4gn0	3mdPu13GrAs	28.4
QTqi6qN43BY	OrTyD7rjBpw	nan
lzrhd7PmV7M	78OYu_NoeWc	8.3
lzrhd7PmV7M	0w68E_1-1Dc	5.9
lzrhd7PmV7M	unZkwUjRmcQ	7.9
HV559rX3i60	cAEBM4IObQ4	nan
vhnkX3h54hc	YmD_3yoa3BY	nan
wj9aqD2FA0w	uhZq5S8nL0Q	5.7
ILX0GjO8eq0	NdI00iQ03tE	nan
vhnkX3h54hc	XfQHsZi7gxo	8.3
X2TXQINKyRc	wAiQ7S6WaLQ	7.1
vhnkX3h54hc	0oIx4-oN9OU	7.4
X2TXQINKyRc	I7HahVwYpwo	22.8
swwhLBc0998	LlvUepMa31o	6.7
dv1MdlgESOo	fhcpubAVdmc	5.7
m6V4v_Iw-zs	uyrAhLIbDHM	7.0
7HrLMh0mEXU	0HDdjwpPM3Y	nan
X2TXQINKyRc	JH6q6ikDQvc	8.1
lzrhd7PmV7M	HOQM_xSnxGw	5.7
X2TXQINKyRc	cAEBM4IObQ4	nan
QFhOFnniH9g	L-iepu3EtyE	5.9
dvqmzsOgCXc	1HIAcA5yIoo	6.3
Kyff_xsebn8	u9LH_y159sg	5.9
X2TXQINKyRc	3i-0eX4GdcM	7.9
69HzZZbBuro	CUFsQ5lTo6g	5.9
2W1KffsIUXs	sXJ9wTd4xoE	5.8
ZJqCpdrx0Ao	dxmpncAUUhQ	nan
X2TXQINKyRc	cAEBM4IObQ4	nan
lzrhd7PmV7M	32qBvC7OUGo	nan
swwhLBc0998	KzcepuvXS3M	6.1
lzrhd7PmV7M	KH5pnb_uotY	5.9
HV559rX3i60	rkAeY5cVBJY	7.4
YjYloBY8JB8	vMcIQX4og1o	6.5
HV559rX3i60	4ZUCVaM-quQ	11.2
tufoto8__u8	dlpIHxFVsWA	7.5
X2TXQINKyRc	uJkrA6DtDgQ	5.9
6Oho9UnRf1o	m2TIIJvW-xk	nan
X2TXQINKyRc	7OTSQ7plENk	nan
vhnkX3h54hc	LXXQLa-5n5w	nan
2W1KffsIUXs	wqmwrqkgxbk	5.7
vhnkX3h54hc	nmnjL26OBcY	8.1
2LzCrGhG9UY	zbLYi2u36LQ	5.8
A0DIb3-t_F0	Agby3P6gCyA	6.3
X2TXQINKyRc	eJO5HU_7_1w	5.8
HV559rX3i60	cAEBM4IObQ4	nan
vhnkX3h54hc	Re_KYYGpP6Y	5.9
lzrhd7PmV7M	hZ1mwvhinOA	6.4
QTqi6qN43BY	WbJNkH-pDd8	nan
lzrhd7PmV7M	kPdCLEYCCSs	6.4
HV559rX3i60	292O1ydowNY	nan
WM3d5KrF9Ho	ho8KxDgO9DY	nan
X2TXQINKyRc	17ozSeGw-fY	17.4
A0DIb3-t_F0	P4Bda6_usuc	30.8
lzrhd7PmV7M	Wh5zSI7YGEQ	13.1
QTqi6qN43BY	7D6yz-3npZk	5.9
A0DIb3-t_F0	29EX04mBjfw	21.3
swwhLBc0998	hMdseTMIXuY	nan
bbY75FdCeV8	4sKZdAQpwLc	nan
lzrhd7PmV7M	7DRn_NWxNpg	19.4
X2TXQINKyRc	V2bRQwSKFMc	5.9
vhnkX3h54hc	PLq-NTJepZU	nan
lzrhd7PmV7M	I5HqohrpWJw	5.9
lzrhd7PmV7M	Gn6qB1DvkHM	7.0
lzrhd7PmV7M	6dPDZLttpM0	5.8
QTqi6qN43BY	ps_cn6TQ_wE	6.3
X2TXQINKyRc	IcrbM1l_BoI	6.4
69HzZZbBuro	cAEBM4IObQ4	nan
mhylNmrSTYU	iTsKMMfA73Y	nan
X2TXQINKyRc	x3cnb0q5Nes	5.6
A0DIb3-t_F0	gOgpdp3lP8M	nan
6Oho9UnRf1o	5MqonewDDvc	nan
BNrn0lblf-4	vreLavgri6o	5.5
vhnkX3h54hc	sfZQ1t6deSw	6.4
X2TXQINKyRc	tRmtL8yxcSA	29.9
lzrhd7PmV7M	N7sHvXk4DaM	nan
lzrhd7PmV7M	Gm9eXtJaXuU	5.8
wj9aqD2FA0w	jBP4dE9Tj5c	7.1
X2TXQINKyRc	PkwPpbI8nxM	nan
X2TXQINKyRc	2-aGsrFz9Go	11.1
vhnkX3h54hc	CGyEd0aKWZE	11.2
QTqi6qN43BY	cAEBM4IObQ4	nan
jeTNMTaRNyo	AtKZKl7Bgu0	nan
lzrhd7PmV7M	fq-W4nFOcF8	6.6
MJL1jprszEo	_apifyHFnQU	13.1
X2TXQINKyRc	L397TWLwrUU	7.4
X2TXQINKyRc	OUpl0HDGq1Q	5.6
X2TXQINKyRc	dpmAY059TTY	nan
lxfmvbH1lBs	jLcq-1qbrsI	nan
DFHzOeSxMs0	oy3cOumPGA4	nan
ZJqCpdrx0Ao	ZL33lZncsn8	nan
wj9aqD2FA0w	sg7-h_XAmPw	16.0
X2TXQINKyRc	B8Y_9scIPLc	10.4
vhnkX3h54hc	PW-6FKFnHx8	12.9
3c6TP4ARDJE	jRGrNDV2mKc	34.7
X2TXQINKyRc	6LAybr1Colc	7.1
X2TXQINKyRc	x7zcDLPkacU	6.2
QFhOFnniH9g	LpC1m0175BQ	7.5
X2TXQINKyRc	e9IPPlpZBck	19.4
bbY75FdCeV8	qEVQZe0Dd7I	nan
X2TXQINKyRc	WjWzDOZmmxU	12.7
X2TXQINKyRc	Z2wzpfPFBlw	7.5
DFHzOeSxMs0	2gnd7j2ZbiE	25.9
lzrhd7PmV7M	nAOTgLY0Wp8	6.1
X2TXQINKyRc	oM-XJD4J36U	nan
QTqi6qN43BY	aJWDaektwQ8	34.8
bbY75FdCeV8	cOVzXYEU3Bk	7.0
xlw8t3vCUcQ	-YzDsDMYqdw	7.2
X2TXQINKyRc	XUeq0VXI6HE	nan
rX2V7th8urE	6YkW6QCap_w	7.1
lzrhd7PmV7M	2HepSXZXDv0	nan
QTqi6qN43BY	OgHu1m5KIwc	nan
xoPO_nEhlN0	elueA2rofoo	39.3
X2TXQINKyRc	E17HnEMloDc	48.4
u703fR3FqLw	obM5djpq3WY	5.7
SJme_kkenzA	jITtwZccf5k	nan
70Mfnvb2w3A	oEauWw9ZGrA	5.8
pwYhSUkK2u4	26EP0ght2kI	6.1
RC7ONpgTOE0	lIZo65qUNTU	6.1
IqhNm6WOeSU	leYWlbC84z0	5.5
3c6TP4ARDJE	H5kTkzK4B-4	112.6
X2TXQINKyRc	NJWIbIe0N90	nan
X2TXQINKyRc	Zr6rChjsWgs	6.2
A0DIb3-t_F0	FJfFZqTlWrQ	nan
X2TXQINKyRc	ohyy4xmrFKk	8.9
X2TXQINKyRc	pM-V3f28Oqc	6.3
5S6CrDsOKGQ	ndLv3KosuQY	39.5
L8125AOUXvQ	2D2Kndeluwg	6.2
X2TXQINKyRc	YUtHjOvPKT0	nan
tjBI1CkMbEM	_amoeHb1xAY	6.2
M4fKQBN-KEk	pHo6TwRM7ys	nan
X2TXQINKyRc	6i4GCCgosdI	10.9
vhnkX3h54hc	c0dJ178Bgxg	31.2
vhnkX3h54hc	TFslQ_wHIX0	nan
X2TXQINKyRc	g1l8njCRx1s	6.2
X2TXQINKyRc	F_m6enbY6FU	5.7
pBOCfjIOhh0	F_m6enbY6FU	91.1
A0DIb3-t_F0	jx7MMYOD3-M	nan
0Oq6X4dcTJM	cVd03Pc0ebc	nan
sW2jJLfH69M	fV4DiAyExN0	5.7
71EZnQgE2Xg	eQz4mF9Yoik	7.0
A0DIb3-t_F0	pHo6TwRM7ys	nan
hq-CuntHCqc	Szid2oSQfd4	nan
QTqi6qN43BY	e3Tm-K_TEt0	nan
QTqi6qN43BY	H0m3Lfkzcw4	5.6
QTqi6qN43BY	IE_ZT55T1Kc	8.1
LqGh-aCn1lY	diTLin51l_E	6.9
sW2jJLfH69M	iS1g8G_njx8	5.8
sW2jJLfH69M	i4OMctbLZRE	5.7
EbwekIbYQYk	2f7liHsm5EU	5.8
sW2jJLfH69M	bxmt12pT_CQ	nan
2LzCrGhG9UY	8nOEO7Hm7rg	nan
sW2jJLfH69M	Ozb76r1agNg	18.7
sW2jJLfH69M	w7KSQIdQopQ	5.6
9OT1dA2QZAI	-rmHfewmpiU	9.8
9OT1dA2QZAI	_JjzIJP3aoY	6.7
vF0dkGH10kw	QXcey8_DiR0	nan
vhnkX3h54hc	dQn2_MuiAzs	nan
sW2jJLfH69M	xUYkldgsH40	5.8
S6hCFyPxCQk	2TZg8GfXr8k	10.1
S6hCFyPxCQk	CGyEd0aKWZE	nan
2W1KffsIUXs	L4R9Im5Yacs	5.9
sW2jJLfH69M	CFF0mV24WCY	nan
lzrhd7PmV7M	ebXbLfLACGM	nan
sW2jJLfH69M	6Wpi-Rm5TSc	nan
A0DIb3-t_F0	M-Dpls3GilQ	22.6
YjYloBY8JB8	3a7cHPy04s8	5.7
sW2jJLfH69M	HgzGwKwLmgM	6.1
S6hCFyPxCQk	jqYxyd1iSNk	nan
7HrLMh0mEXU	bhbCI_e2BYw	6.0
1p-rjQRztc4	8XMQzGp_0ZA	nan
sW2jJLfH69M	6Wpi-Rm5TSc	nan
ZgqlfSNv7Tw	RjkKfbOAK38	nan
ZgqlfSNv7Tw	LhsiRWvhrhA	nan
snSDJsJfgiw	55HMPwBX-Yc	12.5
Vj3j5ip4vNc	d2AWZL738r0	nan
ScQBtc36XwA	NNs0ffQ0eh4	7.4
F0KIO8EVPXU	b1UzQ5Gdv6o	nan
ZgqlfSNv7Tw	HEYvikaU_9g	nan
sW2jJLfH69M	fhyApMVm9Rs	9.3
Vj3j5ip4vNc	R106BLyvTEE	nan
swwhLBc0998	AmvBxv0F558	18.7
X2TXQINKyRc	qOZ4n27aO7Q	5.8
X2TXQINKyRc	KdKgoJ_2TY4	6.6
CDcBpd6cwYg	iijKLHCQw5o	5.7
lzrhd7PmV7M	KVyEbrr_QFg	6.5
2QKGHdBTk3Q	vuiAcTC8o88	nan
lzrhd7PmV7M	2gnd7j2ZbiE	nan
lzrhd7PmV7M	55HMPwBX-Yc	5.8
BqcUFSRpYq8	KVyEbrr_QFg	nan
ly-GueGW3_s	DX6yllPjEd8	7.9
X2TXQINKyRc	Iu5S68RimPk	nan
QTqi6qN43BY	ncpATsfc8t4	6.1
CDcBpd6cwYg	aduDdMYAfcY	5.9
dv1MdlgESOo	lVFnd14qn64	nan
sW2jJLfH69M	tBPr9YA8hZA	6.3
CDcBpd6cwYg	-DJcJfCd-zs	38.6
tjBI1CkMbEM	lZVrOtO25zM	9.5
sW2jJLfH69M	fiore9Z5iUg	8.2
71EZnQgE2Xg	TADNfiwq_ns	5.4
q83g7MHdRM4	-GhA2JPImgU	5.7
X2TXQINKyRc	7Qr5W8F4Abw	6.3
BNrn0lblf-4	d2AWZL738r0	20.7
